Unnamed: 0,Ticker,Name,Last,SectorCode,IndCode,Price,MktCap,Vol3MAvg,Pr52W%Chg,Pr4W%Chg,Pr4WRel%ChgInd,Pr4WRel%Chg,Yield,PEExclXorPTM,PEG,PERelative,ProjPECurFY,ProjPENextFY,Pr2BookQ,Pr2NetFrCashFlTTM,Pr2SalesTTM
38,ETSY:USA 3M 1Y 3YETSY:USA3M1Y3Y Customize...,Etsy Inc,72.11,NONCYCLICAL,GENMERCH,72.11,9155.77,100.77,-57.78,-9.0,0.27,-2.94,0.0,47.35,1.47,-1.8,31.88,23.22,15.63,20.07,4.49
39,ETTX:USA 3M 1Y 3YETTX:USA3M1Y3Y Customize...,Entasis Therapeutics Holdings Inc,2.19,HEALTHCARE,BIOPHARMANONSYS,2.19,104.8,4.5,-20.94,19.67,1.99,25.73,0.0,,,,,,6.3,,
40,EURN:USA 3M 1Y 3YEURN:USA3M1Y3Y Customize...,Euronav,11.2,ENERGY,OILGASSUPPORT,11.2,2258.79,45.71,22.67,-3.95,-2.54,2.11,0.0,11.69,,,80.73,8.16,1.17,,5.19
41,EVA:USA 3M 1Y 3YEVA:USA3M1Y3Y Customize...,Enviva Inc,58.68,MATERIALS,CHEMCOMMOD,58.68,3905.69,8.72,18.26,-19.32,-3.14,-13.26,6.17,,,,406.42,52.39,6.95,,3.69
42,EVBG:USA 3M 1Y 3YEVBG:USA3M1Y3Y Customize...,Everbridge Inc,29.52,TECH,SOFTW,29.52,1166.17,18.77,-77.19,-27.49,-1.68,-21.43,0.0,,3.31,,124.6,43.45,3.78,,3.01
43,EVC:USA 3M 1Y 3YEVC:USA3M1Y3Y Customize...,Entravision Communications Corp.,4.68,CONSUMERSVCE,MEDIAPUB,4.68,400.44,7.27,-15.98,-3.51,-6.02,2.55,2.14,9.13,2.28,,10.64,8.72,1.65,5.13,0.51
44,EVER:USA 3M 1Y 3YEVER:USA3M1Y3Y Customize...,EverQuote Inc,7.6,TECH,INTERNET,7.6,238.32,5.99,-77.69,-18.02,-3.11,-11.96,0.0,,,,,,2.26,,0.55
45,EVH:USA 3M 1Y 3YEVH:USA3M1Y3Y Customize...,Evolent Health Inc,27.26,HEALTHCARE,HCARESUPPORT,27.26,2454.77,14.84,33.3,-5.87,0.07,0.19,0.0,,,,89.46,48.97,3.99,336.04,2.46
46,EVOK:USA 3M 1Y 3YEVOK:USA3M1Y3Y Customize...,Evoke Pharma Inc,3.23,HEALTHCARE,BIOPHARMASYS,3.23,8.86,25.86,-80.5,-10.28,2.32,-4.22,0.0,,,,,,4.56,,4.53
47,EVOP:USA 3M 1Y 3YEVOP:USA3M1Y3Y Customize...,EVO Payments Inc,21.76,FINANCIAL,FINSPECIAL,21.76,1039.61,4.36,-23.92,-2.86,-6.04,3.2,0.0,,1.17,,19.25,16.65,,14.2,2.0
48,EVR:USA 3M 1Y 3YEVR:USA3M1Y3Y Customize...,Evercore Inc,93.88,FINANCIAL,INVESTSVCE,93.88,3808.57,9.17,-28.34,-14.73,5.55,-8.67,3.07,13.54,,-2.34,7.36,7.02,2.78,3.62,1.16
49,EVRG:USA 3M 1Y 3YEVRG:USA3M1Y3Y Customize...,Evergy Inc,60.14,UTIL,ENERGYUTIL,60.14,13800.72,25.37,-5.6,-9.84,-1.39,-3.78,3.81,19.67,2.98,6.57,16.98,15.85,1.5,,2.66
50,EVRI:USA 3M 1Y 3YEVRI:USA3M1Y3Y Customize...,Everi Holdings Inc,15.7,CONSUMERSVCE,HOSPITALITY,15.7,1436.85,16.51,-33.62,-6.27,-0.05,-0.21,0.0,,,,11.86,10.1,7.52,10.95,2.26
51,EVTC:USA 3M 1Y 3YEVTC:USA3M1Y3Y Customize...,EVERTEC Inc,33.57,FINANCIAL,FINSPECIAL,33.57,2406.95,5.51,-22.29,-10.43,-6.04,-4.37,0.6,24.91,5.32,3.91,13.07,12.31,4.98,12.04,4.07
52,EW:USA 3M 1Y 3YEW:USA3M1Y3Y Customize...,Edwards Lifesciences Corp,87.79,HEALTHCARE,MEDDEVICESGEN,87.79,54552.71,60.13,-14.63,-6.97,-1.93,-0.91,0.0,71.06,2.43,11.65,34.2,30.73,9.45,38.68,10.31
53,EWBC:USA 3M 1Y 3YEWBC:USA3M1Y3Y Customize...,East West Bancorp Inc,62.78,FINANCIAL,BANKSUSA,62.78,8930.86,19.96,-9.66,-8.16,4.64,-2.1,2.55,17.59,1.05,31.48,8.74,7.53,1.58,10.04,4.73
54,EXAS:USA 3M 1Y 3YEXAS:USA3M1Y3Y Customize...,Exact Sciences Corporation,37.02,HEALTHCARE,HCAREDIAGNOSTICS,37.02,6498.91,44.56,-71.0,-31.44,-1.97,-25.38,0.0,,,,,,1.98,,3.49
55,EXC:USA 3M 1Y 3YEXC:USA3M1Y3Y Customize...,Exelon Corp,40.91,UTIL,ENERGYUTIL,40.91,40091.8,148.07,-8.5,-13.6,-1.39,-7.54,3.3,39.93,,13.78,18.09,16.97,1.71,,1.16
56,EXEL:USA 3M 1Y 3YEXEL:USA3M1Y3Y Customize...,Exelixis Inc,18.56,HEALTHCARE,BIOPHARMANONSYS,18.56,5944.17,54.6,-18.38,6.42,1.99,12.48,0.0,125.42,0.55,8.36,20.73,16.01,2.62,13.25,3.95
57,EXK:USA 3M 1Y 3YEXK:USA3M1Y3Y Customize...,Endeavour Silver Corp,3.49,MATERIALS,ORE,3.49,630.16,77.49,-45.72,-5.68,-1.85,0.38,0.0,31.59,,,25.54,29.08,2.05,,3.17
58,EXLS:USA 3M 1Y 3YEXLS:USA3M1Y3Y Customize...,ExlService Holdings Inc,134.26,BIZSVCE,PROSVCE,134.26,4474.72,4.88,26.46,2.98,0.01,9.04,0.0,33.3,1.82,46.7,24.09,21.46,6.5,35.99,3.82
59,EXP:USA 3M 1Y 3YEXP:USA3M1Y3Y Customize...,Eagle Materials Inc,109.54,MATERIALS,MATCONSTR,109.54,4240.4,8.32,-22.09,-13.22,-0.97,-7.16,0.91,18.28,,1.52,9.56,8.6,3.79,10.42,2.31
60,EXPD:USA 3M 1Y 3YEXPD:USA3M1Y3Y Customize...,Expeditors International of Washington Inc.,94.22,INDUSTRIAL,DELIVERY,94.22,15779.68,31.53,-23.68,-9.13,3.55,-3.07,1.42,23.83,,-7.03,11.85,15.86,4.15,23.15,0.89
61,EXPE:USA 3M 1Y 3YEXPE:USA3M1Y3Y Customize...,Expedia Group Inc,100.37,CONSUMERSVCE,HOSPITALITY,100.37,15765.89,73.59,-40.23,-20.7,-0.05,-14.64,0.0,,0.81,,14.0,10.11,7.55,4.09,1.63
62,EXPI:USA 3M 1Y 3YEXPI:USA3M1Y3Y Customize...,eXp World Holdings Inc,11.6,FINANCIAL,REALESTATESVCE,11.6,1744.84,30.86,-67.18,-17.96,-3.09,-11.9,1.38,104.88,,,17.19,10.87,7.45,7.39,0.43
63,EXPO:USA 3M 1Y 3YEXPO:USA3M1Y3Y Customize...,Exponent Inc,81.93,BIZSVCE,PROSVCE,81.93,4245.78,6.08,-7.47,-5.8,0.01,0.26,1.17,57.04,,34.13,44.93,40.16,11.24,65.61,9.09
64,EXPR:USA 3M 1Y 3YEXPR:USA3M1Y3Y Customize...,Express Inc,2.0,CYCLICALS,APPARELRETAIL,2.0,136.04,68.48,-58.76,-41.18,-0.07,-35.12,0.0,,,,13.79,5.71,,,0.07
65,EXR:USA 3M 1Y 3YEXR:USA3M1Y3Y Customize...,Extra Space Storage Inc,159.47,FINANCIAL,REIT,159.47,21409.02,15.6,-2.56,-6.0,-1.94,0.06,3.76,33.55,3.41,20.69,26.78,24.91,7.03,63.76,13.46
66,EXTN:USA 3M 1Y 3YEXTN:USA3M1Y3Y Customize...,Exterran Corp,4.75,ENERGY,OILGASSUPPORT,4.75,158.25,5.34,-3.65,-18.8,-2.54,-12.74,0.0,,,,,,1.0,,0.23
67,EXTR:USA 3M 1Y 3YEXTR:USA3M1Y3Y Customize...,Extreme Networks Inc,8.73,TECH,COMMEQUIP,8.73,1140.91,23.78,-18.18,-8.87,0.96,-2.81,0.0,,0.54,,11.28,9.05,11.73,9.35,1.05
68,EYEN:USA 3M 1Y 3YEYEN:USA3M1Y3Y Customize...,Eyenovia Inc,1.71,HEALTHCARE,BIOPHARMASYS,1.71,54.2,2.35,-67.67,-15.35,2.32,-9.29,0.0,,,,,,1.72,,4.28
69,EYES:USA 3M 1Y 3YEYES:USA3M1Y3Y Customize...,Second Sight Medical Products Inc,2.12,HEALTHCARE,MEDDEVICESOTHER,2.12,83.55,7.31,-67.08,14.59,-3.2,20.65,0.0,,,,,,1.26,,
70,EZPW:USA 3M 1Y 3YEZPW:USA3M1Y3Y Customize...,EZCORP Inc,7.38,FINANCIAL,FINSPECIAL,7.38,418.12,7.36,9.33,2.79,-6.04,8.85,0.0,,0.5,3.98,13.26,10.11,0.9,18.68,0.76
71,F:USA 3M 1Y 3YF:USA3M1Y3Y Customize...,Ford Motor Co,11.23,CYCLICALS,VEHICLE,11.23,46458.51,1336.55,-24.02,-12.61,-2.89,-6.55,3.56,11.46,0.14,0.06,5.82,5.27,1.0,14.17,0.33
72,FAF:USA 3M 1Y 3YFAF:USA3M1Y3Y Customize...,First American Financial Corp,50.05,FINANCIAL,INSURANCE,50.05,5440.43,16.5,-20.53,-15.77,1.28,-9.71,4.08,8.53,,-1.06,8.02,7.18,1.03,8.63,0.6
73,FANG:USA 3M 1Y 3YFANG:USA3M1Y3Y Customize...,Diamondback Energy Inc,122.29,ENERGY,FOSSILFUEL,122.29,21712.66,55.8,33.65,-5.8,2.26,0.26,2.29,,0.35,-3.54,4.83,5.29,1.71,8.39,2.72
74,FANH:USA 3M 1Y 3YFANH:USA3M1Y3Y Customize...,Fanhua Inc,4.63,FINANCIAL,INSURANCE,4.63,248.7,2.2,-69.13,-18.77,1.28,-12.71,12.96,15.38,,18.32,5.49,4.32,0.9,,0.56
75,FARM:USA 3M 1Y 3YFARM:USA3M1Y3Y Customize...,Farmer Brothers Co,4.75,NONCYCLICAL,FOODDRINKMFR,4.75,86.93,1.52,-56.97,-9.87,3.06,-3.81,0.0,,,,,,0.86,,0.19
76,FARO:USA 3M 1Y 3YFARO:USA3M1Y3Y Customize...,FARO Technologies Inc,31.23,INDUSTRIAL,MACHINE,31.23,570.28,2.89,-59.2,-3.61,-0.2,2.45,0.0,113.92,2.7,,102.06,23.99,1.8,,1.68
77,FBC:USA 3M 1Y 3YFBC:USA3M1Y3Y Customize...,Flagstar Bancorp Inc,33.34,FINANCIAL,BANKSUSA,33.34,1774.89,11.25,-23.76,-9.08,4.64,-3.02,0.72,3.79,,1.36,6.54,6.54,0.65,1.84,1.03
78,FBHS:USA 3M 1Y 3YFBHS:USA3M1Y3Y Customize...,Fortune Brands Home & Security Inc,58.26,NONCYCLICAL,PRODHOUSEIND,58.26,7620.83,34.95,-40.37,-12.31,-2.9,-6.25,1.92,25.26,1.63,-12.67,9.02,8.26,2.69,43.36,1.01
79,FBK:USA 3M 1Y 3YFBK:USA3M1Y3Y Customize...,FB Financial Corp,38.24,FINANCIAL,BANKSUSA,38.24,1815.94,3.07,-0.23,-1.24,4.64,4.82,1.36,16.11,,14.1,11.66,10.09,1.32,,2.92
80,FC:USA 3M 1Y 3YFC:USA3M1Y3Y Customize...,Franklin Covey Co.,36.75,NONCYCLICAL,HOUSESVCE,36.75,526.48,1.87,12.83,-1.13,3.09,4.93,0.0,,1.67,,42.4,32.14,6.12,12.1,2.15
81,FCBC:USA 3M 1Y 3YFCBC:USA3M1Y3Y Customize...,First Community Bancshares Inc,27.75,FINANCIAL,BANKSUSA,27.75,465.7,0.66,-8.26,3.74,4.64,9.8,3.89,12.56,,11.12,10.51,10.16,1.1,18.3,3.35
82,FCEL:USA 3M 1Y 3YFCEL:USA3M1Y3Y Customize...,FuelCell Energy Inc,3.46,INDUSTRIAL,ELECTREQUIP,3.46,1337.32,340.86,-60.82,-6.99,-0.89,-0.93,0.0,,,,,,1.87,,14.5
83,FCF:USA 3M 1Y 3YFCF:USA3M1Y3Y Customize...,First Commonwealth Financial Corp.,13.16,FINANCIAL,BANKSUSA,13.16,1240.98,11.38,-8.36,0.0,4.64,6.06,3.65,13.52,,8.53,9.82,8.68,1.16,17.02,3.16
84,FCOB:USA 3M 1Y 3YFCOB:USA3M1Y3Y Customize...,1st Colonial Bancorp Inc,11.1,FINANCIAL,BANKSUSA,11.1,52.46,0.11,16.23,-2.63,4.64,3.43,0.0,10.41,,20.06,,,0.95,,1.59
85,FCPT:USA 3M 1Y 3YFCPT:USA3M1Y3Y Customize...,Four Corners Property Trust Inc,25.71,FINANCIAL,REIT,25.71,2066.15,12.76,-11.47,-1.72,-1.94,4.34,5.17,26.82,,56.51,22.56,21.44,2.12,79.73,9.98
86,FCX:USA 3M 1Y 3YFCX:USA3M1Y3Y Customize...,Freeport-McMoRan Inc,33.82,MATERIALS,ORE,33.82,49106.64,367.09,-5.48,-7.9,-1.85,-1.84,0.89,34.4,,6.28,8.62,10.81,3.34,9.35,2.06
87,FDP:USA 3M 1Y 3YFDP:USA3M1Y3Y Customize...,Fresh Del Monte Produce Inc.,22.82,NONCYCLICAL,AGRICULTURE,22.82,1091.2,3.74,-30.62,-5.97,-7.58,0.09,2.63,20.22,,1.64,16.24,11.7,0.59,,0.25
88,FDS:USA 3M 1Y 3YFDS:USA3M1Y3Y Customize...,FactSet Research Systems Inc.,349.33,TECH,INTERNET,349.33,13233.97,6.04,5.96,-3.08,-3.11,2.98,1.02,31.71,2.57,49.59,26.84,24.26,11.14,34.54,8.12
89,FDUS:USA 3M 1Y 3YFDUS:USA3M1Y3Y Customize...,Fidus Investment Corp,16.82,FINANCIAL,INVESTSVCE,16.82,411.04,2.39,-2.89,-12.71,5.55,-6.65,10.52,5.74,,0.98,10.1,9.3,0.84,,2.79
90,FDVA:USA 3M 1Y 3YFDVA:USA3M1Y3Y Customize...,Freedom Financial Holdings Inc,14.8,FINANCIAL,BANKSUSA,14.8,108.04,0.04,25.42,5.34,4.64,11.4,0.0,9.35,,0.19,,,1.37,,2.67
91,FDX:USA 3M 1Y 3YFDX:USA3M1Y3Y Customize...,FedEx Corp.,229.9,INDUSTRIAL,DELIVERY,229.9,59585.07,52.52,-21.58,15.5,3.55,21.56,2.0,24.75,0.75,0.52,11.24,10.29,2.48,27.19,0.67
92,FE:USA 3M 1Y 3YFE:USA3M1Y3Y Customize...,FirstEnergy Corp.,35.91,UTIL,ENERGYUTIL,35.91,20502.18,80.88,-4.97,-14.54,-1.39,-8.48,4.34,15.17,4.12,4.74,14.93,14.09,2.34,,1.8
93,FET:USA 3M 1Y 3YFET:USA3M1Y3Y Customize...,Forum Energy Technologies Inc,22.07,ENERGY,OILGASSUPPORT,22.07,126.26,0.7,-6.88,1.85,-2.54,7.91,0.0,,,,,,0.4,,0.22
94,FF:USA 3M 1Y 3YFF:USA3M1Y3Y Customize...,FutureFuel Corp,7.27,MATERIALS,CHEMCOMMOD,7.27,318.16,5.07,-26.86,1.96,-3.14,8.02,3.3,31.55,,21.39,,,1.2,,0.99
95,FFBW:USA 3M 1Y 3YFFBW:USA3M1Y3Y Customize...,FFBW Inc,12.13,FINANCIAL,BANKSUSA,12.13,69.28,0.33,9.67,0.92,4.64,6.97,0.0,38.69,,0.69,,,0.85,67.57,6.1
96,FFIC:USA 3M 1Y 3YFFIC:USA3M1Y3Y Customize...,Flushing Financial Corp,21.83,FINANCIAL,BANKSUSA,21.83,662.9,2.3,0.37,-0.37,4.64,5.69,4.03,13.05,,8.16,8.71,9.21,1.01,10.59,2.26
97,FFIN:USA 3M 1Y 3YFFIN:USA3M1Y3Y Customize...,First Financial Bankshares Inc,38.26,FINANCIAL,BANKSUSA,38.26,5424.03,9.63,-21.02,-4.33,4.64,1.73,1.78,32.01,,18.36,24.19,22.73,3.68,26.83,10.42
98,FFIV:USA 3M 1Y 3YFFIV:USA3M1Y3Y Customize...,F5 Inc,150.64,TECH,SOFTW,150.64,9108.45,11.24,-18.78,-3.01,-1.68,3.05,0.0,40.59,3.82,35.43,15.8,13.34,3.86,15.01,3.48
99,FHB:USA 3M 1Y 3YFHB:USA3M1Y3Y Customize...,First Hawaiian Inc,22.11,FINANCIAL,BANKSUSA,22.11,2823.14,14.18,-21.54,-9.57,4.64,-3.51,4.7,17.97,1.93,20.96,11.81,10.57,1.24,16.75,3.84
100,FHI:USA 3M 1Y 3YFHI:USA3M1Y3Y Customize...,Federated Hermes Inc,29.25,FINANCIAL,INVESTSVCE,29.25,2693.12,15.26,-12.82,-8.96,5.55,-2.9,3.69,9.97,0.8,41.86,10.16,9.11,2.43,38.38,2.0
101,FHN:USA 3M 1Y 3YFHN:USA3M1Y3Y Customize...,First Horizon Corp,21.22,FINANCIAL,BANKSUSA,21.22,11343.94,121.0,23.52,-3.55,4.64,2.51,2.83,9.86,,27.71,13.6,11.6,1.58,5.94,3.72
102,FICO:USA 3M 1Y 3YFICO:USA3M1Y3Y Customize...,Fair Isaac Corporation,379.03,TECH,SOFTW,379.03,9847.96,5.97,-25.14,0.08,-1.68,6.14,0.0,52.63,,0.9,23.42,20.75,,23.11,7.41
103,FINV:USA 3M 1Y 3YFINV:USA3M1Y3Y Customize...,PPDAI Group Inc,4.51,FINANCIAL,FINSPECIAL,4.51,763.83,11.85,-49.89,13.03,-6.04,19.09,4.55,6.82,,,3.92,3.51,0.78,,0.87
104,FIS:USA 3M 1Y 3YFIS:USA3M1Y3Y Customize...,Fidelity National Information Services Inc,91.84,FINANCIAL,FINSPECIAL,91.84,56114.24,74.89,-36.91,-5.49,-6.04,0.57,2.05,,0.87,2.45,12.55,10.96,1.2,22.55,3.99
105,FISI:USA 3M 1Y 3YFISI:USA3M1Y3Y Customize...,Financial Institutions Inc,25.98,FINANCIAL,BANKSUSA,25.98,397.47,0.9,-16.17,-2.04,4.64,4.02,4.46,8.83,1.17,0.29,6.92,7.66,0.95,8.87,1.94
106,FISV:USA 3M 1Y 3YFISV:USA3M1Y3Y Customize...,Fiserv Inc.,89.15,FINANCIAL,FINSPECIAL,89.15,57680.05,64.57,-17.83,-5.55,-6.04,0.51,0.0,95.63,1.13,18.53,13.77,12.02,1.87,21.05,3.53
107,FITB:USA 3M 1Y 3YFITB:USA3M1Y3Y Customize...,Fifth Third Bancorp,34.0,FINANCIAL,BANKSUSA,34.0,23320.78,122.13,-10.03,-4.63,4.64,1.43,3.53,15.54,0.57,33.3,9.32,8.09,1.31,64.33,2.81
108,FIVE:USA 3M 1Y 3YFIVE:USA3M1Y3Y Customize...,Five Below Inc,118.21,NONCYCLICAL,GENMERCH,118.21,6559.63,24.03,-36.93,-4.2,0.27,1.86,0.0,47.84,0.77,3.91,23.79,18.93,5.92,412.48,2.28
109,FIVN:USA 3M 1Y 3YFIVN:USA3M1Y3Y Customize...,Five9 Inc,86.76,TECH,SOFTW,86.76,6031.69,23.05,-52.58,-11.42,-1.68,-5.36,0.0,,2.45,,70.61,50.14,27.92,,9.14
110,FIXX:USA 3M 1Y 3YFIXX:USA3M1Y3Y Customize...,Homology Medicines Inc,1.79,HEALTHCARE,BIOPHARMASYS,1.79,102.72,9.01,-75.07,8.48,2.32,14.54,0.0,,,,,,0.39,,18.95
111,FL:USA 3M 1Y 3YFL:USA3M1Y3Y Customize...,Foot Locker Inc.,28.7,CYCLICALS,APPARELRETAIL,28.7,2712.18,55.14,-51.1,-5.28,-0.07,0.78,5.57,10.09,3.76,0.76,6.39,6.77,0.87,,0.31
112,FLEX:USA 3M 1Y 3YFLEX:USA3M1Y3Y Customize...,Flex Ltd,14.99,TECH,ELECTRONICEQUIP,14.99,6903.8,88.87,-12.75,-6.84,1.26,-0.78,0.0,14.53,0.39,-0.05,6.97,6.25,1.67,11.91,0.27
113,FLIC:USA 3M 1Y 3YFLIC:USA3M1Y3Y Customize...,First of Long Island Corp (The),17.85,FINANCIAL,BANKSUSA,17.85,412.44,1.24,-16.0,0.17,4.64,6.23,4.48,12.5,,4.8,9.09,9.03,1.07,145.69,3.06
114,FLNT:USA 3M 1Y 3YFLNT:USA3M1Y3Y Customize...,Fluent Inc,1.16,BIZSVCE,MKTINGPRINTING,1.16,92.43,5.41,-59.15,-11.45,0.34,-5.39,0.0,,,,8.59,5.4,0.44,38.52,0.27
115,FLO:USA 3M 1Y 3YFLO:USA3M1Y3Y Customize...,Flowers Foods Inc.,24.67,NONCYCLICAL,FOODDRINKMFR,24.67,5231.09,32.33,3.35,-1.79,3.06,4.27,3.57,22.34,17.8,15.66,19.75,18.55,3.61,,1.18
116,FLR:USA 3M 1Y 3YFLR:USA3M1Y3Y Customize...,Fluor Corp,24.22,INDUSTRIAL,FACIL,24.22,3439.45,35.2,39.68,-9.66,-1.28,-3.6,0.0,,0.72,,19.49,14.57,2.34,,0.27
117,FLS:USA 3M 1Y 3YFLS:USA3M1Y3Y Customize...,Flowserve Corp.,27.79,INDUSTRIAL,MACHINE,27.79,3622.95,26.91,-32.74,-7.92,-0.2,-1.86,2.88,42.03,0.98,57.1,17.97,13.25,2.07,144.19,1.03
118,FLT:USA 3M 1Y 3YFLT:USA3M1Y3Y Customize...,FleetCor Technologies Inc,212.51,FINANCIAL,FINSPECIAL,212.51,16435.32,11.04,-19.2,-5.89,-6.04,0.17,0.0,31.12,0.8,7.4,13.54,11.93,5.8,19.07,5.59
119,FLWS:USA 3M 1Y 3YFLWS:USA3M1Y3Y Customize...,1-800-FLOWERS.COM Inc,10.07,CYCLICALS,ELECTRONICSENTRETAIL,10.07,652.49,18.42,-71.38,1.82,0.06,7.88,0.0,17.62,1.21,2.42,17.93,17.16,1.23,,0.3
120,FLXS:USA 3M 1Y 3YFLXS:USA3M1Y3Y Customize...,Flexsteel Industries Inc,19.19,CYCLICALS,APPLIANCESFURN,19.19,108.54,0.81,-56.14,0.21,-2.74,6.27,3.13,,0.79,,30.46,8.17,0.89,,0.22
121,FMBH:USA 3M 1Y 3YFMBH:USA3M1Y3Y Customize...,First Mid Bancshares Inc,36.47,FINANCIAL,BANKSUSA,36.47,745.34,0.9,-14.17,2.62,4.64,8.68,2.41,17.93,,21.28,9.99,9.22,1.06,16.19,2.73
122,FMBM:USA 3M 1Y 3YFMBM:USA3M1Y3Y Customize...,F & M Bank Corp,25.92,FINANCIAL,BANKSUSA,25.92,88.7,0.02,-11.84,-10.31,4.64,-4.25,4.01,8.52,,8.52,,,1.01,15.43,1.89
123,FMC:USA 3M 1Y 3YFMC:USA3M1Y3Y Customize...,FMC Corp.,103.98,MATERIALS,CHEMSPECIAL,103.98,13095.17,22.3,-8.9,-14.34,-4.23,-8.28,2.04,29.28,2.0,-1.81,13.65,11.92,4.31,96.13,2.54
124,FMNB:USA 3M 1Y 3YFMNB:USA3M1Y3Y Customize...,Farmers National Banc Corp/OH,14.94,FINANCIAL,BANKSUSA,14.94,508.07,1.66,-13.49,2.12,4.64,8.18,4.28,9.84,,5.57,8.59,6.89,1.29,14.55,3.18
125,FMS:USA 3M 1Y 3YFMS:USA3M1Y3Y Customize...,Fresenius Medical Care AG &Co KGAA,25.8,HEALTHCARE,PATIENTCARE,25.8,15120.21,10.48,-37.8,-12.84,-2.69,-6.78,2.75,18.13,,36.54,13.07,11.13,1.03,10.81,0.73
126,FMX:USA 3M 1Y 3YFMX:USA3M1Y3Y Customize...,Fomento Economico Mexican SAB de CV,68.53,NONCYCLICAL,FOODDRINKRETAIL,68.53,14810.55,9.21,-18.22,-7.98,-0.8,-1.92,2.05,,1.97,28.89,18.58,15.09,1.85,,1.15
127,FN:USA 3M 1Y 3YFN:USA3M1Y3Y Customize...,Fabrinet,75.91,TECH,ELECTRONICEQUIP,75.91,2792.01,3.91,-19.04,-9.02,1.26,-2.96,0.0,22.81,,30.98,12.68,11.62,2.32,45.86,1.3
128,FNB:USA 3M 1Y 3YFNB:USA3M1Y3Y Customize...,F.N.B. Corp,10.71,FINANCIAL,BANKSUSA,10.71,3758.26,54.32,-13.14,-5.89,4.64,0.17,4.48,13.48,1.32,20.25,8.57,7.32,0.7,8.42,2.75
129,FND:USA 3M 1Y 3YFND:USA3M1Y3Y Customize...,Floor & Decor Holdings Inc,63.54,MATERIALS,MATCONSTR,63.54,6725.21,29.19,-34.83,-7.01,-0.97,-0.95,0.0,51.76,0.66,12.36,22.11,17.27,4.87,,1.86
130,FNF:USA 3M 1Y 3YFNF:USA3M1Y3Y Customize...,Fidelity National Financial Inc FNF Group,35.1,FINANCIAL,INSURANCE,35.1,9867.22,44.71,-21.39,-13.1,1.28,-7.04,5.01,6.43,,-1.05,5.74,5.62,1.23,2.5,0.63
131,FNHC:USA 3M 1Y 3YFNHC:USA3M1Y3Y Customize...,FedNat Holding Co,0.34,FINANCIAL,INSURANCE,0.34,5.96,4.6,-91.54,-11.46,1.28,-5.4,0.0,,,,,,0.42,,0.03
132,FNKO:USA 3M 1Y 3YFNKO:USA3M1Y3Y Customize...,Funko Inc,20.1,CYCLICALS,LEISURE,20.1,820.02,12.39,-8.01,6.69,-3.08,12.75,0.0,54.79,0.49,,10.58,9.34,2.53,,0.74
133,FNV:USA 3M 1Y 3YFNV:USA3M1Y3Y Customize...,Franco-Nevada Corp,139.0,MATERIALS,ORE,139.0,26615.96,13.1,-6.16,0.05,-1.85,6.11,0.92,47.27,8.81,-0.61,35.64,36.01,4.29,132.76,20.03
134,FOCS:USA 3M 1Y 3YFOCS:USA3M1Y3Y Customize...,Focus Financial Partners Inc,31.44,FINANCIAL,INVESTSVCE,31.44,2054.99,8.46,-42.2,-12.81,5.55,-6.75,0.0,319.61,0.44,,6.93,6.1,2.2,8.9,1.07
135,FOLD:USA 3M 1Y 3YFOLD:USA3M1Y3Y Customize...,Amicus Therapeutics Inc,9.35,HEALTHCARE,BIOPHARMASYS,9.35,2619.25,80.25,-6.78,26.01,2.32,32.07,0.0,,,,,,11.3,,8.49
136,FONR:USA 3M 1Y 3YFONR:USA3M1Y3Y Customize...,Fonar Corp,15.49,HEALTHCARE,HCARESUPPORT,15.49,103.17,0.28,-10.15,-4.15,0.07,1.91,0.0,13.3,,31.24,,,0.71,7.44,1.08
137,FOR:USA 3M 1Y 3YFOR:USA3M1Y3Y Customize...,Forestar Group Inc,13.35,FINANCIAL,REALESTATESVCE,13.35,664.01,2.04,-36.61,-17.34,-3.09,-11.28,0.0,14.49,0.07,-4.72,3.71,3.51,0.6,34.86,0.43
138,FORM:USA 3M 1Y 3YFORM:USA3M1Y3Y Customize...,FormFactor Inc,35.13,TECH,SEMIEQUIPSVCE,35.13,2745.98,7.89,4.87,-10.91,-3.45,-4.85,0.0,34.48,0.94,28.77,18.81,16.98,3.3,30.86,3.58
139,FOTB:USA 3M 1Y 3YFOTB:USA3M1Y3Y Customize...,First Ottawa Bancshares Inc,87.0,FINANCIAL,BANKSUSA,87.0,75.47,0.0,22.09,1.16,4.64,7.22,1.72,8.36,,,,,1.18,,1.59
140,FOXF:USA 3M 1Y 3YFOXF:USA3M1Y3Y Customize...,Fox Factory Holding Corp,75.92,CYCLICALS,VEHICLE,75.92,3199.95,5.36,-48.18,-3.56,-2.89,2.5,0.0,55.88,1.01,1.57,14.7,13.11,3.39,,2.31
141,FPH:USA 3M 1Y 3YFPH:USA3M1Y3Y Customize...,Five Point Holdings LLC,3.94,FINANCIAL,REALESTATESVCE,3.94,435.19,3.15,-50.81,-20.4,-3.09,-14.34,0.0,69.18,,,,,0.95,,2.7
142,FPI:USA 3M 1Y 3YFPI:USA3M1Y3Y Customize...,Farmland Partners Inc,14.11,FINANCIAL,REIT,14.11,684.6,14.8,12.7,-2.22,-1.94,3.84,1.7,,,,209.04,115.18,1.3,,11.95
